"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8145","Verify employee count increases after addition","chromium","2026-08-26","passed","2026-08-26","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6978","Delete a vacancy","chromium","2026-08-26","passed","2026-08-26","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","8295","Edit a vacancy","chromium","2026-08-26","passed","2026-08-26","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3193","Successful logout → redirects to login page","chromium","2026-08-26","passed","2026-08-26","Authentication Tests","auth/login.spec.ts","",""
"","2689","Check leave entitlements are displayed per leave type","chromium","2026-08-26","passed","2026-08-26","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3893","Apply for leave (or verify leave balance status)","chromium","2026-08-26","passed","2026-08-26","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2737","Verify leave requests appear in My Leave list","chromium","2026-08-26","passed","2026-08-26","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2355","Invalid password → error message appears","chromium","2026-08-26","passed","2026-08-26","Authentication Tests","auth/login.spec.ts","",""
"","3181","Valid credentials → lands on dashboard","chromium","2026-08-26","passed","2026-08-26","Authentication Tests","auth/login.spec.ts","",""
"","1220","Empty password → validation message","chromium","2026-08-26","passed","2026-08-26","Authentication Tests","auth/login.spec.ts","",""
"","7018","Add a new job vacancy","chromium","2026-08-26","passed","2026-08-26","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7225","Add new employee","chromium","2026-08-26","passed","2026-08-26","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7049","Verify vacancy appears in the list","chromium","2026-08-26","passed","2026-08-26","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1384","Empty username → validation message","chromium","2026-08-26","passed","2026-08-26","Authentication Tests","auth/login.spec.ts","",""
"","2833","Cancel a pending leave request","chromium","2026-08-26","passed","2026-08-26","Leave Management Tests","leave/leave-management.spec.ts","",""
"","4380","Navigate to PIM module","chromium","2026-08-26","passed","2026-08-26","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7328","Edit employee personal details → save → verify update","chromium","2026-08-26","passed","2026-08-26","Employee Management Tests","employees/employee-management.spec.ts","",""
"","9805","Search for employee by name → verify result","chromium","2026-08-26","passed","2026-08-26","Employee Management Tests","employees/employee-management.spec.ts","",""
