"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2090","Invalid password → error message appears","chromium","2026-08-22","passed","2026-08-22","Authentication Tests","auth/login.spec.ts","",""
"","2589","Cancel a pending leave request","chromium","2026-08-22","passed","2026-08-22","Leave Management Tests","leave/leave-management.spec.ts","",""
"","8061","Edit a vacancy","chromium","2026-08-22","passed","2026-08-22","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","9729","Search for employee by name → verify result","chromium","2026-08-22","passed","2026-08-22","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3059","Check leave entitlements are displayed per leave type","chromium","2026-08-22","passed","2026-08-22","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2954","Valid credentials → lands on dashboard","chromium","2026-08-22","passed","2026-08-22","Authentication Tests","auth/login.spec.ts","",""
"","1125","Empty password → validation message","chromium","2026-08-22","passed","2026-08-22","Authentication Tests","auth/login.spec.ts","",""
"","2921","Verify leave requests appear in My Leave list","chromium","2026-08-22","passed","2026-08-22","Leave Management Tests","leave/leave-management.spec.ts","",""
"","8211","Verify employee count increases after addition","chromium","2026-08-22","passed","2026-08-22","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3850","Apply for leave (or verify leave balance status)","chromium","2026-08-22","passed","2026-08-22","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1467","Empty username → validation message","chromium","2026-08-22","passed","2026-08-22","Authentication Tests","auth/login.spec.ts","",""
"","7124","Verify vacancy appears in the list","chromium","2026-08-22","passed","2026-08-22","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3740","Navigate to PIM module","chromium","2026-08-22","passed","2026-08-22","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3135","Successful logout → redirects to login page","chromium","2026-08-22","passed","2026-08-22","Authentication Tests","auth/login.spec.ts","",""
"","6856","Add a new job vacancy","chromium","2026-08-22","passed","2026-08-22","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6887","Add new employee","chromium","2026-08-22","passed","2026-08-22","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7486","Edit employee personal details → save → verify update","chromium","2026-08-22","passed","2026-08-22","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6859","Delete a vacancy","chromium","2026-08-22","passed","2026-08-22","Recruitment Tests","recruitment/recruitment.spec.ts","",""
