"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8094","Verify employee count increases after addition","chromium","2026-08-29","passed","2026-08-29","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7504","Add new employee","chromium","2026-08-29","passed","2026-08-29","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7014","Delete a vacancy","chromium","2026-08-29","passed","2026-08-29","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","9889","Search for employee by name → verify result","chromium","2026-08-29","passed","2026-08-29","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3868","Apply for leave (or verify leave balance status)","chromium","2026-08-29","passed","2026-08-29","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7201","Verify vacancy appears in the list","chromium","2026-08-29","passed","2026-08-29","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7360","Edit employee personal details → save → verify update","chromium","2026-08-29","passed","2026-08-29","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2847","Verify leave requests appear in My Leave list","chromium","2026-08-29","passed","2026-08-29","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6556","Add a new job vacancy","chromium","2026-08-29","passed","2026-08-29","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1518","Empty username → validation message","chromium","2026-08-29","passed","2026-08-29","Authentication Tests","auth/login.spec.ts","",""
"","2143","Invalid password → error message appears","chromium","2026-08-29","passed","2026-08-29","Authentication Tests","auth/login.spec.ts","",""
"","2800","Check leave entitlements are displayed per leave type","chromium","2026-08-29","passed","2026-08-29","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1174","Empty password → validation message","chromium","2026-08-29","passed","2026-08-29","Authentication Tests","auth/login.spec.ts","",""
"","2797","Cancel a pending leave request","chromium","2026-08-29","passed","2026-08-29","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3331","Successful logout → redirects to login page","chromium","2026-08-29","passed","2026-08-29","Authentication Tests","auth/login.spec.ts","",""
"","8178","Edit a vacancy","chromium","2026-08-29","passed","2026-08-29","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3717","Navigate to PIM module","chromium","2026-08-29","passed","2026-08-29","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2913","Valid credentials → lands on dashboard","chromium","2026-08-29","passed","2026-08-29","Authentication Tests","auth/login.spec.ts","",""
