"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6448","Verify vacancy appears in the list","chromium","2026-08-15","passed","2026-08-15","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","887","Empty password → validation message","chromium","2026-08-15","passed","2026-08-15","Authentication Tests","auth/login.spec.ts","",""
"","1030","Empty username → validation message","chromium","2026-08-15","passed","2026-08-15","Authentication Tests","auth/login.spec.ts","",""
"","7396","Edit a vacancy","chromium","2026-08-15","passed","2026-08-15","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","5493","Add a new job vacancy","chromium","2026-08-15","passed","2026-08-15","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2018","Check leave entitlements are displayed per leave type","chromium","2026-08-15","passed","2026-08-15","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2399","Successful logout → redirects to login page","chromium","2026-08-15","passed","2026-08-15","Authentication Tests","auth/login.spec.ts","",""
"","2100","Cancel a pending leave request","chromium","2026-08-15","passed","2026-08-15","Leave Management Tests","leave/leave-management.spec.ts","",""
"","8548","Search for employee by name → verify result","chromium","2026-08-15","passed","2026-08-15","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6043","Delete a vacancy","chromium","2026-08-15","passed","2026-08-15","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6725","Verify employee count increases after addition","chromium","2026-08-15","passed","2026-08-15","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3185","Navigate to PIM module","chromium","2026-08-15","passed","2026-08-15","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3089","Apply for leave (or verify leave balance status)","chromium","2026-08-15","passed","2026-08-15","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6285","Add new employee","chromium","2026-08-15","passed","2026-08-15","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1686","Invalid password → error message appears","chromium","2026-08-15","passed","2026-08-15","Authentication Tests","auth/login.spec.ts","",""
"","2266","Valid credentials → lands on dashboard","chromium","2026-08-15","passed","2026-08-15","Authentication Tests","auth/login.spec.ts","",""
"","6479","Edit employee personal details → save → verify update","chromium","2026-08-15","passed","2026-08-15","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2102","Verify leave requests appear in My Leave list","chromium","2026-08-15","passed","2026-08-15","Leave Management Tests","leave/leave-management.spec.ts","",""
