"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2883","Check leave entitlements are displayed per leave type","chromium","2026-08-06","passed","2026-08-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7810","Verify employee count increases after addition","chromium","2026-08-06","passed","2026-08-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","9353","Search for employee by name → verify result","chromium","2026-08-06","passed","2026-08-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1205","Empty password → validation message","chromium","2026-08-06","passed","2026-08-06","Authentication Tests","auth/login.spec.ts","",""
"","2099","Invalid password → error message appears","chromium","2026-08-06","passed","2026-08-06","Authentication Tests","auth/login.spec.ts","",""
"","3289","Successful logout → redirects to login page","chromium","2026-08-06","passed","2026-08-06","Authentication Tests","auth/login.spec.ts","",""
"","3549","Navigate to PIM module","chromium","2026-08-06","passed","2026-08-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2513","Cancel a pending leave request","chromium","2026-08-06","passed","2026-08-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","8585","Edit a vacancy","chromium","2026-08-06","passed","2026-08-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3790","Valid credentials → lands on dashboard","chromium","2026-08-06","passed","2026-08-06","Authentication Tests","auth/login.spec.ts","",""
"","1303","Empty username → validation message","chromium","2026-08-06","passed","2026-08-06","Authentication Tests","auth/login.spec.ts","",""
"","6395","Add a new job vacancy","chromium","2026-08-06","passed","2026-08-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6883","Delete a vacancy","chromium","2026-08-06","passed","2026-08-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3808","Apply for leave (or verify leave balance status)","chromium","2026-08-06","passed","2026-08-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7503","Edit employee personal details → save → verify update","chromium","2026-08-06","passed","2026-08-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2961","Verify leave requests appear in My Leave list","chromium","2026-08-06","passed","2026-08-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6699","Verify vacancy appears in the list","chromium","2026-08-06","passed","2026-08-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7084","Add new employee","chromium","2026-08-06","passed","2026-08-06","Employee Management Tests","employees/employee-management.spec.ts","",""
