"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6887","Verify vacancy appears in the list","chromium","2026-09-05","passed","2026-09-05","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","8342","Edit a vacancy","chromium","2026-09-05","passed","2026-09-05","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3442","Successful logout → redirects to login page","chromium","2026-09-05","passed","2026-09-05","Authentication Tests","auth/login.spec.ts","",""
"","6981","Delete a vacancy","chromium","2026-09-05","passed","2026-09-05","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2100","Invalid password → error message appears","chromium","2026-09-05","passed","2026-09-05","Authentication Tests","auth/login.spec.ts","",""
"","7108","Add new employee","chromium","2026-09-05","passed","2026-09-05","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3703","Navigate to PIM module","chromium","2026-09-05","passed","2026-09-05","Employee Management Tests","employees/employee-management.spec.ts","",""
"","9734","Search for employee by name → verify result","chromium","2026-09-05","passed","2026-09-05","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6503","Add a new job vacancy","chromium","2026-09-05","passed","2026-09-05","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","4008","Apply for leave (or verify leave balance status)","chromium","2026-09-05","passed","2026-09-05","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1302","Empty password → validation message","chromium","2026-09-05","passed","2026-09-05","Authentication Tests","auth/login.spec.ts","",""
"","3074","Verify leave requests appear in My Leave list","chromium","2026-09-05","passed","2026-09-05","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7618","Edit employee personal details → save → verify update","chromium","2026-09-05","passed","2026-09-05","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3460","Valid credentials → lands on dashboard","chromium","2026-09-05","passed","2026-09-05","Authentication Tests","auth/login.spec.ts","",""
"","2651","Cancel a pending leave request","chromium","2026-09-05","passed","2026-09-05","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7978","Verify employee count increases after addition","chromium","2026-09-05","passed","2026-09-05","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2946","Check leave entitlements are displayed per leave type","chromium","2026-09-05","passed","2026-09-05","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1403","Empty username → validation message","chromium","2026-09-05","passed","2026-09-05","Authentication Tests","auth/login.spec.ts","",""
