"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6876","Verify employee count increases after addition","chromium","2026-09-17","passed","2026-09-17","Employee Management Tests","employees/employee-management.spec.ts","",""
"","8535","Search for employee by name → verify result","chromium","2026-09-17","passed","2026-09-17","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6518","Edit employee personal details → save → verify update","chromium","2026-09-17","passed","2026-09-17","Employee Management Tests","employees/employee-management.spec.ts","",""
"","888","Empty password → validation message","chromium","2026-09-17","passed","2026-09-17","Authentication Tests","auth/login.spec.ts","",""
"","1695","Invalid password → error message appears","chromium","2026-09-17","passed","2026-09-17","Authentication Tests","auth/login.spec.ts","",""
"","2172","Valid credentials → lands on dashboard","chromium","2026-09-17","passed","2026-09-17","Authentication Tests","auth/login.spec.ts","",""
"","1734","Check leave entitlements are displayed per leave type","chromium","2026-09-17","passed","2026-09-17","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2225","Cancel a pending leave request","chromium","2026-09-17","passed","2026-09-17","Leave Management Tests","leave/leave-management.spec.ts","",""
"","5675","Add a new job vacancy","chromium","2026-09-17","passed","2026-09-17","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","5845","Delete a vacancy","chromium","2026-09-17","passed","2026-09-17","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3156","Navigate to PIM module","chromium","2026-09-17","passed","2026-09-17","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1045","Empty username → validation message","chromium","2026-09-17","passed","2026-09-17","Authentication Tests","auth/login.spec.ts","",""
"","6333","Verify vacancy appears in the list","chromium","2026-09-17","passed","2026-09-17","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1975","Verify leave requests appear in My Leave list","chromium","2026-09-17","passed","2026-09-17","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6010","Add new employee","chromium","2026-09-17","passed","2026-09-17","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2588","Successful logout → redirects to login page","chromium","2026-09-17","passed","2026-09-17","Authentication Tests","auth/login.spec.ts","",""
"","3163","Apply for leave (or verify leave balance status)","chromium","2026-09-17","passed","2026-09-17","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7520","Edit a vacancy","chromium","2026-09-17","passed","2026-09-17","Recruitment Tests","recruitment/recruitment.spec.ts","",""
