"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2211","Cancel a pending leave request","chromium","2026-09-06","passed","2026-09-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","916","Empty password → validation message","chromium","2026-09-06","passed","2026-09-06","Authentication Tests","auth/login.spec.ts","",""
"","6030","Add new employee","chromium","2026-09-06","passed","2026-09-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3247","Navigate to PIM module","chromium","2026-09-06","passed","2026-09-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3175","Apply for leave (or verify leave balance status)","chromium","2026-09-06","passed","2026-09-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1968","Verify leave requests appear in My Leave list","chromium","2026-09-06","passed","2026-09-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1815","Check leave entitlements are displayed per leave type","chromium","2026-09-06","passed","2026-09-06","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1914","Invalid password → error message appears","chromium","2026-09-06","passed","2026-09-06","Authentication Tests","auth/login.spec.ts","",""
"","5850","Delete a vacancy","chromium","2026-09-06","passed","2026-09-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6246","Add a new job vacancy","chromium","2026-09-06","passed","2026-09-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1083","Empty username → validation message","chromium","2026-09-06","passed","2026-09-06","Authentication Tests","auth/login.spec.ts","",""
"","6376","Verify vacancy appears in the list","chromium","2026-09-06","passed","2026-09-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2096","Valid credentials → lands on dashboard","chromium","2026-09-06","passed","2026-09-06","Authentication Tests","auth/login.spec.ts","",""
"","6534","Edit employee personal details → save → verify update","chromium","2026-09-06","passed","2026-09-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2448","Successful logout → redirects to login page","chromium","2026-09-06","passed","2026-09-06","Authentication Tests","auth/login.spec.ts","",""
"","7194","Edit a vacancy","chromium","2026-09-06","passed","2026-09-06","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","8393","Search for employee by name → verify result","chromium","2026-09-06","passed","2026-09-06","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6843","Verify employee count increases after addition","chromium","2026-09-06","passed","2026-09-06","Employee Management Tests","employees/employee-management.spec.ts","",""
