"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1658","Empty username → validation message","chromium","2026-08-07","passed","2026-08-07","Authentication Tests","auth/login.spec.ts","",""
"","4062","Successful logout → redirects to login page","chromium","2026-08-07","passed","2026-08-07","Authentication Tests","auth/login.spec.ts","",""
"","6459","Add a new job vacancy","chromium","2026-08-07","passed","2026-08-07","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2766","Verify leave requests appear in My Leave list","chromium","2026-08-07","passed","2026-08-07","Leave Management Tests","leave/leave-management.spec.ts","",""
"","8356","Edit a vacancy","chromium","2026-08-07","passed","2026-08-07","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7139","Edit employee personal details → save → verify update","chromium","2026-08-07","passed","2026-08-07","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2692","Cancel a pending leave request","chromium","2026-08-07","passed","2026-08-07","Leave Management Tests","leave/leave-management.spec.ts","",""
"","4280","Apply for leave (or verify leave balance status)","chromium","2026-08-07","passed","2026-08-07","Leave Management Tests","leave/leave-management.spec.ts","",""
"","4050","Navigate to PIM module","chromium","2026-08-07","passed","2026-08-07","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2678","Check leave entitlements are displayed per leave type","chromium","2026-08-07","passed","2026-08-07","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6912","Delete a vacancy","chromium","2026-08-07","passed","2026-08-07","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","10415","Search for employee by name → verify result","chromium","2026-08-07","passed","2026-08-07","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1501","Empty password → validation message","chromium","2026-08-07","passed","2026-08-07","Authentication Tests","auth/login.spec.ts","",""
"","2313","Invalid password → error message appears","chromium","2026-08-07","passed","2026-08-07","Authentication Tests","auth/login.spec.ts","",""
"","7456","Verify vacancy appears in the list","chromium","2026-08-07","passed","2026-08-07","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7961","Add new employee","chromium","2026-08-07","passed","2026-08-07","Employee Management Tests","employees/employee-management.spec.ts","",""
"","8519","Verify employee count increases after addition","chromium","2026-08-07","passed","2026-08-07","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2742","Valid credentials → lands on dashboard","chromium","2026-08-07","passed","2026-08-07","Authentication Tests","auth/login.spec.ts","",""
