"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8036","Verify employee count increases after addition","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3836","Apply for leave (or verify leave balance status)","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6679","Delete a vacancy","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6980","Add new employee","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2795","Valid credentials → lands on dashboard","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","3196","Successful logout → redirects to login page","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","1125","Empty password → validation message","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","2832","Verify leave requests appear in My Leave list","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6952","Edit employee personal details → save → verify update","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","9610","Search for employee by name → verify result","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2530","Cancel a pending leave request","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3620","Navigate to PIM module","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7840","Edit a vacancy","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2278","Invalid password → error message appears","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","6602","Add a new job vacancy","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1365","Empty username → validation message","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","7064","Verify vacancy appears in the list","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2874","Check leave entitlements are displayed per leave type","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
