"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2776","Successful logout → redirects to login page","chromium","2026-09-12","passed","2026-09-12","Authentication Tests","auth/login.spec.ts","",""
"","8293","Search for employee by name → verify result","chromium","2026-09-12","passed","2026-09-12","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6919","Verify vacancy appears in the list","chromium","2026-09-12","passed","2026-09-12","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7606","Verify employee count increases after addition","chromium","2026-09-12","passed","2026-09-12","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6093","Edit employee personal details → save → verify update","chromium","2026-09-12","passed","2026-09-12","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2184","Cancel a pending leave request","chromium","2026-09-12","passed","2026-09-12","Leave Management Tests","leave/leave-management.spec.ts","",""
"","880","Empty username → validation message","chromium","2026-09-12","passed","2026-09-12","Authentication Tests","auth/login.spec.ts","",""
"","6961","Edit a vacancy","chromium","2026-09-12","passed","2026-09-12","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1980","Verify leave requests appear in My Leave list","chromium","2026-09-12","passed","2026-09-12","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6269","Add new employee","chromium","2026-09-12","passed","2026-09-12","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2792","Navigate to PIM module","chromium","2026-09-12","passed","2026-09-12","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1930","Check leave entitlements are displayed per leave type","chromium","2026-09-12","passed","2026-09-12","Leave Management Tests","leave/leave-management.spec.ts","",""
"","5906","Delete a vacancy","chromium","2026-09-12","passed","2026-09-12","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1654","Invalid password → error message appears","chromium","2026-09-12","passed","2026-09-12","Authentication Tests","auth/login.spec.ts","",""
"","5555","Add a new job vacancy","chromium","2026-09-12","passed","2026-09-12","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2934","Apply for leave (or verify leave balance status)","chromium","2026-09-12","passed","2026-09-12","Leave Management Tests","leave/leave-management.spec.ts","",""
"","874","Empty password → validation message","chromium","2026-09-12","passed","2026-09-12","Authentication Tests","auth/login.spec.ts","",""
"","3223","Valid credentials → lands on dashboard","chromium","2026-09-12","passed","2026-09-12","Authentication Tests","auth/login.spec.ts","",""
