"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8202","Edit a vacancy","chromium","2026-09-24","passed","2026-09-24","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3607","Navigate to PIM module","chromium","2026-09-24","passed","2026-09-24","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6567","Delete a vacancy","chromium","2026-09-24","passed","2026-09-24","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6395","Add a new job vacancy","chromium","2026-09-24","passed","2026-09-24","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6959","Add new employee","chromium","2026-09-24","passed","2026-09-24","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2026","Invalid password → error message appears","chromium","2026-09-24","passed","2026-09-24","Authentication Tests","auth/login.spec.ts","",""
"","1086","Empty password → validation message","chromium","2026-09-24","passed","2026-09-24","Authentication Tests","auth/login.spec.ts","",""
"","1387","Empty username → validation message","chromium","2026-09-24","passed","2026-09-24","Authentication Tests","auth/login.spec.ts","",""
"","7881","Verify employee count increases after addition","chromium","2026-09-24","passed","2026-09-24","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3623","Apply for leave (or verify leave balance status)","chromium","2026-09-24","passed","2026-09-24","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3440","Successful logout → redirects to login page","chromium","2026-09-24","passed","2026-09-24","Authentication Tests","auth/login.spec.ts","",""
"","2667","Verify leave requests appear in My Leave list","chromium","2026-09-24","passed","2026-09-24","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7004","Edit employee personal details → save → verify update","chromium","2026-09-24","passed","2026-09-24","Employee Management Tests","employees/employee-management.spec.ts","",""
"","9807","Search for employee by name → verify result","chromium","2026-09-24","passed","2026-09-24","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3042","Valid credentials → lands on dashboard","chromium","2026-09-24","passed","2026-09-24","Authentication Tests","auth/login.spec.ts","",""
"","2675","Cancel a pending leave request","chromium","2026-09-24","passed","2026-09-24","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6845","Verify vacancy appears in the list","chromium","2026-09-24","passed","2026-09-24","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2671","Check leave entitlements are displayed per leave type","chromium","2026-09-24","passed","2026-09-24","Leave Management Tests","leave/leave-management.spec.ts","",""
