"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7984","Edit a vacancy","chromium","2026-09-20","passed","2026-09-20","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2593","Check leave entitlements are displayed per leave type","chromium","2026-09-20","passed","2026-09-20","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3119","Apply for leave (or verify leave balance status)","chromium","2026-09-20","passed","2026-09-20","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7012","Add a new job vacancy","chromium","2026-09-20","passed","2026-09-20","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","9707","Search for employee by name → verify result","chromium","2026-09-20","passed","2026-09-20","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6902","Delete a vacancy","chromium","2026-09-20","passed","2026-09-20","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3320","Successful logout → redirects to login page","chromium","2026-09-20","passed","2026-09-20","Authentication Tests","auth/login.spec.ts","",""
"","7228","Add new employee","chromium","2026-09-20","passed","2026-09-20","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2914","Cancel a pending leave request","chromium","2026-09-20","passed","2026-09-20","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2129","Invalid password → error message appears","chromium","2026-09-20","passed","2026-09-20","Authentication Tests","auth/login.spec.ts","",""
"","7275","Edit employee personal details → save → verify update","chromium","2026-09-20","passed","2026-09-20","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1141","Empty password → validation message","chromium","2026-09-20","passed","2026-09-20","Authentication Tests","auth/login.spec.ts","",""
"","3898","Navigate to PIM module","chromium","2026-09-20","passed","2026-09-20","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3122","Valid credentials → lands on dashboard","chromium","2026-09-20","passed","2026-09-20","Authentication Tests","auth/login.spec.ts","",""
"","8343","Verify employee count increases after addition","chromium","2026-09-20","passed","2026-09-20","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7192","Verify vacancy appears in the list","chromium","2026-09-20","passed","2026-09-20","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2864","Verify leave requests appear in My Leave list","chromium","2026-09-20","passed","2026-09-20","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1472","Empty username → validation message","chromium","2026-09-20","passed","2026-09-20","Authentication Tests","auth/login.spec.ts","",""
