"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2478","Valid credentials → lands on dashboard","chromium","2026-08-27","passed","2026-08-27","Authentication Tests","auth/login.spec.ts","",""
"","6676","Edit employee personal details → save → verify update","chromium","2026-08-27","passed","2026-08-27","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6235","Delete a vacancy","chromium","2026-08-27","passed","2026-08-27","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","861","Empty password → validation message","chromium","2026-08-27","passed","2026-08-27","Authentication Tests","auth/login.spec.ts","",""
"","2858","Navigate to PIM module","chromium","2026-08-27","passed","2026-08-27","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1077","Empty username → validation message","chromium","2026-08-27","passed","2026-08-27","Authentication Tests","auth/login.spec.ts","",""
"","6753","Verify vacancy appears in the list","chromium","2026-08-27","passed","2026-08-27","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","5814","Add a new job vacancy","chromium","2026-08-27","passed","2026-08-27","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","8518","Search for employee by name → verify result","chromium","2026-08-27","passed","2026-08-27","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1759","Invalid password → error message appears","chromium","2026-08-27","passed","2026-08-27","Authentication Tests","auth/login.spec.ts","",""
"","2125","Verify leave requests appear in My Leave list","chromium","2026-08-27","passed","2026-08-27","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6296","Add new employee","chromium","2026-08-27","passed","2026-08-27","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2597","Successful logout → redirects to login page","chromium","2026-08-27","passed","2026-08-27","Authentication Tests","auth/login.spec.ts","",""
"","2347","Cancel a pending leave request","chromium","2026-08-27","passed","2026-08-27","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7521","Verify employee count increases after addition","chromium","2026-08-27","passed","2026-08-27","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3105","Apply for leave (or verify leave balance status)","chromium","2026-08-27","passed","2026-08-27","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2175","Check leave entitlements are displayed per leave type","chromium","2026-08-27","passed","2026-08-27","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7772","Edit a vacancy","chromium","2026-08-27","passed","2026-08-27","Recruitment Tests","recruitment/recruitment.spec.ts","",""
