"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4192","Apply for leave (or verify leave balance status)","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3007","Cancel a pending leave request","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7524","Verify employee count increases after addition","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3626","Navigate to PIM module","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7062","Add new employee","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2150","Invalid password → error message appears","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","6676","Verify vacancy appears in the list","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1145","Empty password → validation message","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","8094","Edit a vacancy","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1396","Empty username → validation message","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","7737","Edit employee personal details → save → verify update","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6796","Delete a vacancy","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3376","Check leave entitlements are displayed per leave type","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3432","Successful logout → redirects to login page","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","2952","Valid credentials → lands on dashboard","chromium","2026-07-31","passed","2026-07-31","Authentication Tests","auth/login.spec.ts","",""
"","10465","Search for employee by name → verify result","chromium","2026-07-31","passed","2026-07-31","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6696","Add a new job vacancy","chromium","2026-07-31","passed","2026-07-31","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3482","Verify leave requests appear in My Leave list","chromium","2026-07-31","passed","2026-07-31","Leave Management Tests","leave/leave-management.spec.ts","",""
