"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4119","Apply for leave (or verify leave balance status)","chromium","2026-08-28","passed","2026-08-28","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6675","Add a new job vacancy","chromium","2026-08-28","passed","2026-08-28","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3427","Verify leave requests appear in My Leave list","chromium","2026-08-28","passed","2026-08-28","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7833","Verify employee count increases after addition","chromium","2026-08-28","passed","2026-08-28","Employee Management Tests","employees/employee-management.spec.ts","",""
"","10263","Search for employee by name → verify result","chromium","2026-08-28","passed","2026-08-28","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3049","Cancel a pending leave request","chromium","2026-08-28","passed","2026-08-28","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7874","Edit employee personal details → save → verify update","chromium","2026-08-28","passed","2026-08-28","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3269","Successful logout → redirects to login page","chromium","2026-08-28","passed","2026-08-28","Authentication Tests","auth/login.spec.ts","",""
"","2087","Invalid password → error message appears","chromium","2026-08-28","passed","2026-08-28","Authentication Tests","auth/login.spec.ts","",""
"","1477","Empty username → validation message","chromium","2026-08-28","passed","2026-08-28","Authentication Tests","auth/login.spec.ts","",""
"","3307","Check leave entitlements are displayed per leave type","chromium","2026-08-28","passed","2026-08-28","Leave Management Tests","leave/leave-management.spec.ts","",""
"","8408","Edit a vacancy","chromium","2026-08-28","passed","2026-08-28","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7043","Delete a vacancy","chromium","2026-08-28","passed","2026-08-28","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3086","Valid credentials → lands on dashboard","chromium","2026-08-28","passed","2026-08-28","Authentication Tests","auth/login.spec.ts","",""
"","1152","Empty password → validation message","chromium","2026-08-28","passed","2026-08-28","Authentication Tests","auth/login.spec.ts","",""
"","6845","Verify vacancy appears in the list","chromium","2026-08-28","passed","2026-08-28","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7056","Add new employee","chromium","2026-08-28","passed","2026-08-28","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3832","Navigate to PIM module","chromium","2026-08-28","passed","2026-08-28","Employee Management Tests","employees/employee-management.spec.ts","",""
