"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3808","Apply for leave (or verify leave balance status)","chromium","2026-09-09","passed","2026-09-09","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7058","Add new employee","chromium","2026-09-09","passed","2026-09-09","Employee Management Tests","employees/employee-management.spec.ts","",""
"","8021","Edit a vacancy","chromium","2026-09-09","passed","2026-09-09","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1437","Empty username → validation message","chromium","2026-09-09","passed","2026-09-09","Authentication Tests","auth/login.spec.ts","",""
"","2454","Cancel a pending leave request","chromium","2026-09-09","passed","2026-09-09","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6912","Verify vacancy appears in the list","chromium","2026-09-09","passed","2026-09-09","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2987","Valid credentials → lands on dashboard","chromium","2026-09-09","passed","2026-09-09","Authentication Tests","auth/login.spec.ts","",""
"","6825","Delete a vacancy","chromium","2026-09-09","passed","2026-09-09","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6266","Add a new job vacancy","chromium","2026-09-09","passed","2026-09-09","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","2876","Verify leave requests appear in My Leave list","chromium","2026-09-09","passed","2026-09-09","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1150","Empty password → validation message","chromium","2026-09-09","passed","2026-09-09","Authentication Tests","auth/login.spec.ts","",""
"","7765","Verify employee count increases after addition","chromium","2026-09-09","passed","2026-09-09","Employee Management Tests","employees/employee-management.spec.ts","",""
"","9784","Search for employee by name → verify result","chromium","2026-09-09","passed","2026-09-09","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3636","Navigate to PIM module","chromium","2026-09-09","passed","2026-09-09","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7107","Edit employee personal details → save → verify update","chromium","2026-09-09","passed","2026-09-09","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3378","Successful logout → redirects to login page","chromium","2026-09-09","passed","2026-09-09","Authentication Tests","auth/login.spec.ts","",""
"","3051","Check leave entitlements are displayed per leave type","chromium","2026-09-09","passed","2026-09-09","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2158","Invalid password → error message appears","chromium","2026-09-09","passed","2026-09-09","Authentication Tests","auth/login.spec.ts","",""
