"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3371","Valid credentials → lands on dashboard","chromium","2026-08-01","passed","2026-08-01","Authentication Tests","auth/login.spec.ts","",""
"","2031","Invalid password → error message appears","chromium","2026-08-01","passed","2026-08-01","Authentication Tests","auth/login.spec.ts","",""
"","3167","Check leave entitlements are displayed per leave type","chromium","2026-08-01","passed","2026-08-01","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2841","Cancel a pending leave request","chromium","2026-08-01","passed","2026-08-01","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1218","Empty password → validation message","chromium","2026-08-01","passed","2026-08-01","Authentication Tests","auth/login.spec.ts","",""
"","8258","Edit a vacancy","chromium","2026-08-01","passed","2026-08-01","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7321","Verify vacancy appears in the list","chromium","2026-08-01","passed","2026-08-01","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3687","Navigate to PIM module","chromium","2026-08-01","passed","2026-08-01","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7181","Delete a vacancy","chromium","2026-08-01","passed","2026-08-01","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3329","Apply for leave (or verify leave balance status)","chromium","2026-08-01","passed","2026-08-01","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3177","Verify leave requests appear in My Leave list","chromium","2026-08-01","passed","2026-08-01","Leave Management Tests","leave/leave-management.spec.ts","",""
"","1448","Empty username → validation message","chromium","2026-08-01","passed","2026-08-01","Authentication Tests","auth/login.spec.ts","",""
"","10207","Search for employee by name → verify result","chromium","2026-08-01","passed","2026-08-01","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3518","Successful logout → redirects to login page","chromium","2026-08-01","passed","2026-08-01","Authentication Tests","auth/login.spec.ts","",""
"","7028","Add new employee","chromium","2026-08-01","passed","2026-08-01","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6616","Add a new job vacancy","chromium","2026-08-01","passed","2026-08-01","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","7992","Verify employee count increases after addition","chromium","2026-08-01","passed","2026-08-01","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7288","Edit employee personal details → save → verify update","chromium","2026-08-01","passed","2026-08-01","Employee Management Tests","employees/employee-management.spec.ts","",""
