"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1181","Empty password → validation message","chromium","2026-08-11","passed","2026-08-11","Authentication Tests","auth/login.spec.ts","",""
"","6437","Add a new job vacancy","chromium","2026-08-11","passed","2026-08-11","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3689","Navigate to PIM module","chromium","2026-08-11","passed","2026-08-11","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3066","Cancel a pending leave request","chromium","2026-08-11","passed","2026-08-11","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7002","Delete a vacancy","chromium","2026-08-11","passed","2026-08-11","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","8266","Edit a vacancy","chromium","2026-08-11","passed","2026-08-11","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3277","Valid credentials → lands on dashboard","chromium","2026-08-11","passed","2026-08-11","Authentication Tests","auth/login.spec.ts","",""
"","3449","Successful logout → redirects to login page","chromium","2026-08-11","passed","2026-08-11","Authentication Tests","auth/login.spec.ts","",""
"","1310","Empty username → validation message","chromium","2026-08-11","passed","2026-08-11","Authentication Tests","auth/login.spec.ts","",""
"","10248","Search for employee by name → verify result","chromium","2026-08-11","passed","2026-08-11","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7214","Add new employee","chromium","2026-08-11","passed","2026-08-11","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2086","Invalid password → error message appears","chromium","2026-08-11","passed","2026-08-11","Authentication Tests","auth/login.spec.ts","",""
"","8010","Edit employee personal details → save → verify update","chromium","2026-08-11","passed","2026-08-11","Employee Management Tests","employees/employee-management.spec.ts","",""
"","6681","Verify vacancy appears in the list","chromium","2026-08-11","passed","2026-08-11","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","3546","Check leave entitlements are displayed per leave type","chromium","2026-08-11","passed","2026-08-11","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3837","Apply for leave (or verify leave balance status)","chromium","2026-08-11","passed","2026-08-11","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3662","Verify leave requests appear in My Leave list","chromium","2026-08-11","passed","2026-08-11","Leave Management Tests","leave/leave-management.spec.ts","",""
"","7878","Verify employee count increases after addition","chromium","2026-08-11","passed","2026-08-11","Employee Management Tests","employees/employee-management.spec.ts","",""
