"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5671","Add a new job vacancy","chromium","2026-08-30","passed","2026-08-30","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1015","Empty password → validation message","chromium","2026-08-30","passed","2026-08-30","Authentication Tests","auth/login.spec.ts","",""
"","2327","Cancel a pending leave request","chromium","2026-08-30","passed","2026-08-30","Leave Management Tests","leave/leave-management.spec.ts","",""
"","3213","Apply for leave (or verify leave balance status)","chromium","2026-08-30","passed","2026-08-30","Leave Management Tests","leave/leave-management.spec.ts","",""
"","5823","Delete a vacancy","chromium","2026-08-30","passed","2026-08-30","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6766","Verify employee count increases after addition","chromium","2026-08-30","passed","2026-08-30","Employee Management Tests","employees/employee-management.spec.ts","",""
"","7385","Edit a vacancy","chromium","2026-08-30","passed","2026-08-30","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","6280","Edit employee personal details → save → verify update","chromium","2026-08-30","passed","2026-08-30","Employee Management Tests","employees/employee-management.spec.ts","",""
"","1989","Verify leave requests appear in My Leave list","chromium","2026-08-30","passed","2026-08-30","Leave Management Tests","leave/leave-management.spec.ts","",""
"","6045","Verify vacancy appears in the list","chromium","2026-08-30","passed","2026-08-30","Recruitment Tests","recruitment/recruitment.spec.ts","",""
"","1849","Check leave entitlements are displayed per leave type","chromium","2026-08-30","passed","2026-08-30","Leave Management Tests","leave/leave-management.spec.ts","",""
"","2407","Successful logout → redirects to login page","chromium","2026-08-30","passed","2026-08-30","Authentication Tests","auth/login.spec.ts","",""
"","1089","Empty username → validation message","chromium","2026-08-30","passed","2026-08-30","Authentication Tests","auth/login.spec.ts","",""
"","1733","Invalid password → error message appears","chromium","2026-08-30","passed","2026-08-30","Authentication Tests","auth/login.spec.ts","",""
"","8263","Search for employee by name → verify result","chromium","2026-08-30","passed","2026-08-30","Employee Management Tests","employees/employee-management.spec.ts","",""
"","3174","Navigate to PIM module","chromium","2026-08-30","passed","2026-08-30","Employee Management Tests","employees/employee-management.spec.ts","",""
"","5983","Add new employee","chromium","2026-08-30","passed","2026-08-30","Employee Management Tests","employees/employee-management.spec.ts","",""
"","2166","Valid credentials → lands on dashboard","chromium","2026-08-30","passed","2026-08-30","Authentication Tests","auth/login.spec.ts","",""
